GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
 "06031","Kings, CA",8,CAEMP25N,700,"44-45","   Retail trade","Number of jobs",4497,4361,4608,4835,5113,5151,5131,5117,4867,4849,4956,5021,5119,5088,5081,5298,5331
 "06031","Kings, CA",8,CAEMP25N,800,"48-49","   Transportation and warehousing","Number of jobs",775,809,824,929,1074,1134,1186,1229,1100,1126,1114,1180,1237,1252,1257,1511,1865
 "06031","Kings, CA",8,CAEMP25N,900,"51","   Information","Number of jobs",361,324,317,345,372,363,400,387,317,285,265,248,235,263,272,223,213
 "06031","Kings, CA",8,CAEMP25N,1000,"52","   Finance and insurance","Number of jobs",856,866,925,896,945,1016,1069,1075,1176,1087,1078,1093,1031,1111,1133,1073,1107
 "06031","Kings, CA",8,CAEMP25N,1100,"53","   Real estate and rental and leasing","Number of jobs",1190,1234,1301,1257,1201,1272,1248,1200,1208,1105,1219,1288,1245,1226,1306,1359,1401
 "06031","Kings, CA",8,CAEMP25N,1200,"54","   Professional, scientific, and technical services","Number of jobs",832,875,963,1016,1043,1007,1045,1069,1034,1493,1238,1277,1283,1349,1288,1094,1173
 "06031","Kings, CA",8,CAEMP25N,1300,"55","   Management of companies and enterprises","Number of jobs",183,199,173,170,188,194,138,114,118,154,121,147,117,127,133,131,138
 "06031","Kings, CA",8,CAEMP25N,1400,"56","   Administrative and support and waste management and remediation services","Number of jobs",1216,1251,1221,1337,1101,1176,1186,1150,1368,1273,1156,1182,1200,1222,1222,1345,1208
 "06031","Kings, CA",8,CAEMP25N,1500,"61","   Educational services","Number of jobs",178,202,330,445,462,445,375,372,377,377,384,445,422,386,331,294,287
 "06031","Kings, CA",8,CAEMP25N,1600,"62","   Health care and social assistance","Number of jobs",3583,3757,3831,3732,3871,4394,4754,5116,5255,5258,5482,6313,6501,6686,6931,6774,7029
 "06031","Kings, CA",8,CAEMP25N,1700,"71","   Arts, entertainment, and recreation","Number of jobs",277,335,353,420,403,398,409,436,457,441,455,410,376,405,423,466,452
 "06031","Kings, CA",8,CAEMP25N,1800,"72","   Accommodation and food services","Number of jobs",2362,2472,2519,2548,2736,2914,2851,2775,2757,2741,2804,2828,3010,3139,3317,3330,3340
 "06031","Kings, CA",8,CAEMP25N,1900,"81","   Other services (except government and government enterprises)","Number of jobs",2292,2402,2374,2383,2372,2434,2534,2541,2345,2182,2306,2376,2420,2606,2574,2542,2549
 "06031","Kings, CA",8,CAEMP25N,2000,"...","  Government and government enterprises","Number of jobs",16833,19677,20364,20747,20884,21039,21543,21724,20819,20323,20212,19599,19627,20364,19749,19771,19673
 "06031","Kings, CA",8,CAEMP25N,2001,"...","   Federal civilian","Number of jobs",913,984,984,964,1136,1137,1160,1219,1219,1183,1218,1187,1146,1101,1131,1166,1160
 "06031","Kings, CA",8,CAEMP25N,2002,"...","   Military","Number of jobs",5356,6229,6910,7228,7194,7176,6842,6505,5658,5671,5595,5180,5068,5121,5146,4999,4890
 "06031","Kings, CA",8,CAEMP25N,2010,"...","   State and local","Number of jobs",10564,12464,12470,12555,12554,12726,13541,14000,13942,13469,13399,13232,13413,14142,13472,13606,13623
 "06031","Kings, CA",8,CAEMP25N,2011,"...","    State government","Number of jobs",3585,5341,5405,5516,5444,5497,5919,6259,6230,6048,6052,5802,5897,6612,5889,5984,5798
 "06031","Kings, CA",8,CAEMP25N,2012,"...","    Local government","Number of jobs",6979,7123,7065,7039,7110,7229,7622,7741,7712,7421,7347,7430,7516,7530,7583,7622,7825
 "06033","Lake, CA",8,CAEMP25N,10,"...","Total employment (number of jobs)","Number of jobs",22134,23894,23784,24150,24578,25048,25286,24538,23713,22637,22504,22431,23409,23846,24102,24409,24823
 "06033","Lake, CA",8,CAEMP25N,20,"..."," Wage and salary employment","Number of jobs",15534,17172,16877,16578,16583,16834,16652,16335,15655,14950,14826,15017,15859,16475,16666,17206,17493
 "06033","Lake, CA",8,CAEMP25N,40,"..."," Proprietors employment","Number of jobs",6600,6722,6907,7572,7995,8214,8634,8203,8058,7687,7678,7414,7550,7371,7436,7203,7330
 "06033","Lake, CA",8,CAEMP25N,50,"...","  Farm proprietors employment","Number of jobs",914,857,797,756,743,717,754,746,741,741,736,724,729,724,721,714,717
 "06033","Lake, CA",8,CAEMP25N,60,"...","  Nonfarm proprietors employment 2/","Number of jobs",5686,5865,6110,6816,7252,7497,7880,7457,7317,6946,6942,6690,6821,6647,6715,6489,6613
 "06033","Lake, CA",8,CAEMP25N,70,"111-112"," Farm employment","Number of jobs",1426,1434,1335,1271,1194,1121,1225,1198,1257,1173,1149,1103,1101,986,938,921,888
 "06033","Lake, CA",8,CAEMP25N,80,"..."," Nonfarm employment","Number of jobs",20708,22460,22449,22879,23384,23927,24061,23340,22456,21464,21355,21328,22308,22860,23164,23488,23935
 "06033","Lake, CA",8,CAEMP25N,90,"...","  Private nonfarm employment","Number of jobs",16257,17979,17869,18334,18911,19415,19572,18858,18231,17369,17494,17481,18331,18817,19010,19159,19648
 "06033","Lake, CA",8,CAEMP25N,100,"113-115","   Forestry, fishing, and related activities","Number of jobs",450,(D),(D),(D),(D),(D),(D),602,637,653,(D),779,(D),946,964,1003,995
 "06033","Lake, CA",8,CAEMP25N,200,"21","   Mining, quarrying, and oil and gas extraction","Number of jobs",56,(D),(D),(D),(D),(D),(D),83,80,89,(D),98,(D),80,109,114,131
 "06033","Lake, CA",8,CAEMP25N,300,"22","   Utilities","Number of jobs",100,446,447,452,453,448,449,459,449,417,420,431,429,420,396,387,409
 "06033","Lake, CA",8,CAEMP25N,400,"23","   Construction","Number of jobs",1589,1552,1676,1801,2022,2101,2038,1798,1472,1300,1186,1196,1238,1273,1348,1531,1625
 "06033","Lake, CA",8,CAEMP25N,500,"31-33","   Manufacturing","Number of jobs",595,561,506,458,453,494,513,512,469,461,457,468,489,517,540,554,555
 "06033","Lake, CA",8,CAEMP25N,600,"42","   Wholesale trade","Number of jobs",293,325,305,303,309,282,289,292,274,244,272,260,276,322,312,217,188
 "06033","Lake, CA",8,CAEMP25N,700,"44-45","   Retail trade","Number of jobs",2630,2717,2751,2867,2860,2876,2976,2843,2770,2678,2723,2686,2761,2877,2890,2865,2873
 "06033","Lake, CA",8,CAEMP25N,800,"48-49","   Transportation and warehousing","Number of jobs",393,377,344,373,380,410,396,325,313,326,356,409,361,332,357,342,384
 "06033","Lake, CA",8,CAEMP25N,900,"51","   Information","Number of jobs",244,200,215,221,241,241,230,216,205,211,221,242,228,220,190,183,175
 "06033","Lake, CA",8,CAEMP25N,1000,"52","   Finance and insurance","Number of jobs",507,500,496,484,497,542,567,646,694,628,624,595,580,536,528,527,537
 "06033","Lake, CA",8,CAEMP25N,1100,"53","   Real estate and rental and leasing","Number of jobs",871,829,869,1050,1204,1255,1306,1126,1000,995,995,899,971,912,927,916,942
 "06033","Lake, CA",8,CAEMP25N,1200,"54","   Professional, scientific, and technical services","Number of jobs",1078,1154,(D),1146,1177,1204,1282,1209,1149,1118,1123,1065,1066,969,982,928,960
 "06033","Lake, CA",8,CAEMP25N,1300,"55","   Management of companies and enterprises","Number of jobs",145,122,(D),(D),(D),82,46,43,39,35,32,30,52,110,87,93,97
 "06033","Lake, CA",8,CAEMP25N,1400,"56","   Administrative and support and waste management and remediation services","Number of jobs",892,994,882,(D),(D),868,858,877,884,840,835,843,834,859,694,771,798
 "06033","Lake, CA",8,CAEMP25N,1500,"61","   Educational services","Number of jobs",112,133,160,170,159,172,200,206,194,163,159,147,156,179,183,179,188
 "06033","Lake, CA",8,CAEMP25N,1600,"62","   Health care and social assistance","Number of jobs",2461,3620,3724,3783,3804,3789,3858,3954,3996,3837,3806,3977,4704,4871,5030,5162,5341
 "06033","Lake, CA",8,CAEMP25N,1700,"71","   Arts, entertainment, and recreation","Number of jobs",421,427,421,445,467,429,437,383,361,356,374,371,366,353,373,330,347
 "06033","Lake, CA",8,CAEMP25N,1800,"72","   Accommodation and food services","Number of jobs",1716,1727,1670,1621,1712,1739,1574,1480,1450,1348,1320,1305,1262,1274,1312,1330,1371
 "06033","Lake, CA",8,CAEMP25N,1900,"81","   Other services (except government and government enterprises)","Number of jobs",1704,1800,1797,1808,1836,1852,1866,1804,1795,1670,1716,1680,1670,1767,1788,1727,1732
 "06033","Lake, CA",8,CAEMP25N,2000,"...","  Government and government enterprises","Number of jobs",4451,4481,4580,4545,4473,4512,4489,4482,4225,4095,3861,3847,3977,4043,4154,4329,4287
 "06033","Lake, CA",8,CAEMP25N,2001,"...","   Federal civilian","Number of jobs",144,156,162,158,162,160,155,150,160,190,144,151,150,144,146,154,156
 "06033","Lake, CA",8,CAEMP25N,2002,"...","   Military","Number of jobs",117,117,119,117,111,109,107,110,110,107,102,101,100,97,96,95,94
 "06033","Lake, CA",8,CAEMP25N,2010,"...","   State and local","Number of jobs",4190,4208,4299,4270,4200,4243,4227,4222,3955,3798,3615,3595,3727,3802,3912,4080,4037
 "06033","Lake, CA",8,CAEMP25N,2011,"...","    State government","Number of jobs",383,339,342,340,80,74,78,80,44,44,48,45,56,57,56,99,99
 "06033","Lake, CA",8,CAEMP25N,2012,"...","    Local government","Number of jobs",3807,3869,3957,3930,4120,4169,4149,4142,3911,3754,3567,3550,3671,3745,3856,3981,3938
 "06035","Lassen, CA",8,CAEMP25N,10,"...","Total employment (number of jobs)","Number of jobs",12708,13303,13262,13137,13023,13046,13455,13756,13375,13221,13027,12929,12699,12779,12930,13039,12962
 "06035","Lassen, CA",8,CAEMP25N,20,"..."," Wage and salary employment","Number of jobs",10250,10815,10835,10637,10432,10469,10691,10810,10791,10792,10622,10580,10437,10489,10622,10643,10523
 "06035","Lassen, CA",8,CAEMP25N,40,"..."," Proprietors employment","Number of jobs",2458,2488,2427,2500,2591,2577,2764,2946,2584,2429,2405,2349,2262,2290,2308,2396,2439
 "06035","Lassen, CA",8,CAEMP25N,50,"...","  Farm proprietors employment","Number of jobs",426,405,383,372,375,370,399,393,389,388,385,381,385,382,385,381,383
 "06035","Lassen, CA",8,CAEMP25N,60,"...","  Nonfarm proprietors employment 2/","Number of jobs",2032,2083,2044,2128,2216,2207,2365,2553,2195,2041,2020,1968,1877,1908,1923,2015,2056
 "06035","Lassen, CA",8,CAEMP25N,70,"111-112"," Farm employment","Number of jobs",683,762,748,782,669,627,714,693,701,743,841,950,910,969,991,886,873
 "06035","Lassen, CA",8,CAEMP25N,80,"..."," Nonfarm employment","Number of jobs",12025,12541,12514,12355,12354,12419,12741,13063,12674,12478,12186,11979,11789,11810,11939,12153,12089
 "06035","Lassen, CA",8,CAEMP25N,90,"...","  Private nonfarm employment","Number of jobs",6547,6920,6774,6637,6498,6385,6550,6571,5985,5644,5574,5438,5499,5737,5815,5675,5611
 "06035","Lassen, CA",8,CAEMP25N,100,"113-115","   Forestry, fishing, and related activities","Number of jobs",257,272,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),194,238
 "06035","Lassen, CA",8,CAEMP25N,200,"21","   Mining, quarrying, and oil and gas extraction","Number of jobs",45,60,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),47,49
 "06035","Lassen, CA",8,CAEMP25N,300,"22","   Utilities","Number of jobs",54,55,56,57,63,68,75,83,56,52,46,29,14,12,18,24,(D)
 "06035","Lassen, CA",8,CAEMP25N,400,"23","   Construction","Number of jobs",508,(D),565,548,615,617,547,526,396,340,342,335,316,333,351,414,396
 "06035","Lassen, CA",8,CAEMP25N,500,"31-33","   Manufacturing","Number of jobs",258,(D),255,(D),74,71,66,63,68,53,70,64,75,53,71,63,65
 "06035","Lassen, CA",8,CAEMP25N,600,"42","   Wholesale trade","Number of jobs",205,193,189,150,125,112,108,110,100,103,133,130,114,140,131,119,108
 "06035","Lassen, CA",8,CAEMP25N,700,"44-45","   Retail trade","Number of jobs",1361,1378,1269,1307,1307,1221,1261,1236,1172,1059,1012,1052,1054,1076,1148,1145,1126
 "06035","Lassen, CA",8,CAEMP25N,800,"48-49","   Transportation and warehousing","Number of jobs",150,222,210,213,182,164,168,166,158,144,140,136,135,140,152,146,(D)
 "06035","Lassen, CA",8,CAEMP25N,900,"51","   Information","Number of jobs",170,156,140,129,127,132,141,145,120,111,99,90,105,98,100,128,119
 "06035","Lassen, CA",8,CAEMP25N,1000,"52","   Finance and insurance","Number of jobs",182,179,164,164,179,180,234,249,241,224,230,218,206,155,159,201,209
 "06035","Lassen, CA",8,CAEMP25N,1100,"53","   Real estate and rental and leasing","Number of jobs",279,265,260,279,312,327,347,402,280,279,271,257,238,250,253,261,265
 "06035","Lassen, CA",8,CAEMP25N,1200,"54","   Professional, scientific, and technical services","Number of jobs",260,258,304,280,287,301,297,310,(D),(D),(D),(D),302,294,(D),(D),(D)
 "06035","Lassen, CA",8,CAEMP25N,1300,"55","   Management of companies and enterprises","Number of jobs",(D),0,0,0,0,(D),0,0,(D),(D),(D),(D),(D),(D),(D),(D),(D)
 "06035","Lassen, CA",8,CAEMP25N,1400,"56","   Administrative and support and waste management and remediation services","Number of jobs",(D),(D),286,342,280,(D),278,310,282,264,256,259,(D),(D),229,239,260
 "06035","Lassen, CA",8,CAEMP25N,1500,"61","   Educational services","Number of jobs",63,79,71,71,65,65,72,80,89,52,106,154,121,119,(D),(D),(D)
 "06035","Lassen, CA",8,CAEMP25N,1600,"62","   Health care and social assistance","Number of jobs",1028,1101,1144,1123,1102,1066,1150,1176,1176,1144,1075,978,1028,1059,(D),(D),(D)
 "06035","Lassen, CA",8,CAEMP25N,1700,"71","   Arts, entertainment, and recreation","Number of jobs",83,82,93,97,113,103,116,117,130,108,111,106,115,115,118,99,(D)
 "06035","Lassen, CA",8,CAEMP25N,1800,"72","   Accommodation and food services","Number of jobs",758,870,858,806,757,799,762,659,604,670,672,639,653,731,739,665,(D)
 "06035","Lassen, CA",8,CAEMP25N,1900,"81","   Other services (except government and government enterprises)","Number of jobs",586,622,629,638,620,614,659,669,622,569,531,494,544,680,722,609,546
 "06035","Lassen, CA",8,CAEMP25N,2000,"...","  Government and government enterprises","Number of jobs",5478,5621,5740,5718,5856,6034,6191,6492,6689,6834,6612,6541,6290,6073,6124,6478,6478
 "06035","Lassen, CA",8,CAEMP25N,2001,"...","   Federal civilian","Number of jobs",817,823,957,1003,1208,1251,1298,1372,1568,1871,1869,1926,1935,1841,1873,1918,1858
 "06035","Lassen, CA",8,CAEMP25N,2002,"...","   Military","Number of jobs",47,47,46,47,44,42,41,43,43,42,41,40,40,37,38,37,36
 "06035","Lassen, CA",8,CAEMP25N,2010,"...","   State and local","Number of jobs",4614,4751,4737,4668,4604,4741,4852,5077,5078,4921,4702,4575,4315,4195,4213,4523,4584
 "06035","Lassen, CA",8,CAEMP25N,2011,"...","    State government","Number of jobs",2447,2527,2538,2554,2508,2607,2733,2932,2988,2853,2754,2688,2503,2446,2433,2612,2676
 "06035","Lassen, CA",8,CAEMP25N,2012,"...","    Local government","Number of jobs",2167,2224,2199,2114,2096,2134,2119,2145,2090,2068,1948,1887,1812,1749,1780,1911,1908
 "06037","Los Angeles, CA",8,CAEMP25N,10,"...","Total employment (number of jobs)","Number of jobs",5405806,5390531,5384712,5443452,5494908,5586358,5693811,5624844,5404390,5361874,5479684,5713965,5899070,6075618,6242396,6357376,6438487
 "06037","Los Angeles, CA",8,CAEMP25N,20,"..."," Wage and salary employment","Number of jobs",4371293,4332599,4283053,4288289,4305519,4361637,4396091,4342188,4094334,4023804,4059098,4253514,4383616,4484829,4579066,4672865,4721124
 "06037","Los Angeles, CA",8,CAEMP25N,40,"..."," Proprietors employment","Number of jobs",1034513,1057932,1101659,1155163,1189389,1224721,1297720,1282656,1310056,1338070,1420586,1460451,1515454,1590789,1663330,1684511,1717363
 "06037","Los Angeles, CA",8,CAEMP25N,50,"...","  Farm proprietors employment","Number of jobs",1480,1425,1354,1322,1333,1321,1424,1336,1251,1175,1093,1004,1015,1010,1016,1005,1010
 "06037","Los Angeles, CA",8,CAEMP25N,60,"...","  Nonfarm proprietors employment 2/","Number of jobs",1033033,1056507,1100305,1153841,1188056,1223400,1296296,1281320,1308805,1336895,1419493,1459447,1514439,1589779,1662314,1683506,1716353
 "06037","Los Angeles, CA",8,CAEMP25N,70,"111-112"," Farm employment","Number of jobs",7744,9041,9050,7860,6642,6299,6702,5752,5350,5410,4819,4483,4252,4338,4389,4666,4882
 "06037","Los Angeles, CA",8,CAEMP25N,80,"..."," Nonfarm employment","Number of jobs",5398062,5381490,5375662,5435592,5488266,5580059,5687109,5619092,5399040,5356464,5474865,5709482,5894818,6071280,6238007,6352710,6433605
 "06037","Los Angeles, CA",8,CAEMP25N,90,"...","  Private nonfarm employment","Number of jobs",4770054,4744538,4749549,4821010,4875987,4970426,5067323,4990673,4776791,4755873,4890088,5134769,5320352,5487476,5642572,5744691,5819094
 "06037","Los Angeles, CA",8,CAEMP25N,100,"113-115","   Forestry, fishing, and related activities","Number of jobs",3141,3256,2986,3056,3069,3047,3098,2881,2839,2807,2766,2786,3130,3107,2560,2792,2914
 "06037","Los Angeles, CA",8,CAEMP25N,200,"21","   Mining, quarrying, and oil and gas extraction","Number of jobs",7663,7081,7853,7209,7471,8459,10064,11970,11836,13970,11770,15331,15919,13909,13305,13509,12313
 "06037","Los Angeles, CA",8,CAEMP25N,300,"22","   Utilities","Number of jobs",12336,12216,12749,13043,13206,13362,13803,14163,14409,12286,12912,13122,12675,12610,12873,13225,13804
 "06037","Los Angeles, CA",8,CAEMP25N,400,"23","   Construction","Number of jobs",207417,203798,205132,215785,230778,240244,242364,225712,194272,179611,182136,191129,200759,204846,212398,221839,228661
 "06037","Los Angeles, CA",8,CAEMP25N,500,"31-33","   Manufacturing","Number of jobs",606823,562912,523437,508412,493977,486156,473988,459278,418172,400012,396432,395077,398545,393283,390672,389223,382451
 "06037","Los Angeles, CA",8,CAEMP25N,600,"42","   Wholesale trade","Number of jobs",257154,255893,251490,258245,265401,273764,276202,269001,248123,248880,257005,260820,268118,286140,290634,272504,268668
 "06037","Los Angeles, CA",8,CAEMP25N,700,"44-45","   Retail trade","Number of jobs",502086,506671,511476,518134,527571,536846,539640,524458,492865,486297,498109,503074,513218,524019,532402,527978,533113
 "06037","Los Angeles, CA",8,CAEMP25N,800,"48-49","   Transportation and warehousing","Number of jobs",207670,200945,195619,196286,200793,200618,207021,200515,189880,189440,194728,203161,210395,228837,272899,309434,324483
 "06037","Los Angeles, CA",8,CAEMP25N,900,"51","   Information","Number of jobs",268277,243700,239503,254216,249102,246712,251634,251120,232857,232778,237349,237324,239235,245631,253736,279724,266824
 "06037","Los Angeles, CA",8,CAEMP25N,1000,"52","   Finance and insurance","Number of jobs",238116,239292,237538,237226,244103,248399,258220,263085,270630,258348,275426,274367,274118,265464,273892,289129,296494
 "06037","Los Angeles, CA",8,CAEMP25N,1100,"53","   Real estate and rental and leasing","Number of jobs",220345,223818,237492,256902,278465,290828,300940,292856,289266,299204,310973,311799,322418,336819,349347,357955,368077
 "06037","Los Angeles, CA",8,CAEMP25N,1200,"54","   Professional, scientific, and technical services","Number of jobs",401962,398655,407630,421326,426140,439505,463251,459235,434715,436706,449472,467821,489211,491590,503119,496221,506709
 "06037","Los Angeles, CA",8,CAEMP25N,1300,"55","   Management of companies and enterprises","Number of jobs",87059,88435,82726,75260,73727,67536,63011,62900,59135,58377,60822,62769,64110,67071,67043,70735,71784
 "06037","Los Angeles, CA",8,CAEMP25N,1400,"56","   Administrative and support and waste management and remediation services","Number of jobs",373244,368321,367822,367152,363781,385233,386802,367296,344010,353390,361694,380183,399671,418250,410562,414397,412995
 "06037","Los Angeles, CA",8,CAEMP25N,1500,"61","   Educational services","Number of jobs",113639,122455,124935,126898,130467,134451,133787,137176,143699,144273,144654,149872,154505,159031,162996,161993,165105
 "06037","Los Angeles, CA",8,CAEMP25N,1600,"62","   Health care and social assistance","Number of jobs",431278,449773,467091,474968,471973,481688,502028,508696,518305,531092,542941,674481,722634,742187,764533,783576,806239
 "06037","Los Angeles, CA",8,CAEMP25N,1700,"71","   Arts, entertainment, and recreation","Number of jobs",161195,168198,173112,176007,178523,184006,194241,196671,192359,198145,204955,212276,217203,232593,237647,240514,245236
 "06037","Los Angeles, CA",8,CAEMP25N,1800,"72","   Accommodation and food services","Number of jobs",317055,320852,329744,335790,341199,349956,357490,360899,347434,349498,362128,376587,399353,425778,442895,461436,474637
 "06037","Los Angeles, CA",8,CAEMP25N,1900,"81","   Other services (except government and government enterprises)","Number of jobs",353594,368267,371214,375095,376241,379616,389739,382761,371985,360759,383816,402790,415135,436311,449059,438507,438587
 "06037","Los Angeles, CA",8,CAEMP25N,2000,"...","  Government and government enterprises","Number of jobs",628008,636952,626113,614582,612279,609633,619786,628419,622249,600591,584777,574713,574466,583804,595435,608019,614511
 "06037","Los Angeles, CA",8,CAEMP25N,2001,"...","   Federal civilian","Number of jobs",53078,54531,55710,54601,53614,52598,51841,51355,50790,52578,49329,48443,47589,47169,47850,48277,48551
 "06037","Los Angeles, CA",8,CAEMP25N,2002,"...","   Military","Number of jobs",20571,20908,21074,20527,19587,18932,18206,18418,18472,18357,18142,18325,18168,17585,17421,17389,17248
 "06037","Los Angeles, CA",8,CAEMP25N,2010,"...","   State and local","Number of jobs",554359,561513,549329,539454,539078,538103,549739,558646,552987,529656,517306,507945,508709,519050,530164,542353,548712
 "06037","Los Angeles, CA",8,CAEMP25N,2011,"...","    State government","Number of jobs",83685,85126,84653,81784,80041,80165,83130,84968,84599,79635,80440,79171,79690,83970,85859,89645,91604
 "06037","Los Angeles, CA",8,CAEMP25N,2012,"...","    Local government","Number of jobs",470674,476387,464676,457670,459037,457938,466609,473678,468388,450021,436866,428774,429019,435080,444305,452708,457108
 "06039","Madera, CA",8,CAEMP25N,10,"...","Total employment (number of jobs)","Number of jobs",50566,51998,54041,56155,57801,60055,60959,59936,58448,57484,57253,59606,61067,62848,61528,63843,64828
 "06039","Madera, CA",8,CAEMP25N,20,"..."," Wage and salary employment","Number of jobs",39599,40829,42757,44345,45249,47275,47388,46841,45283,44671,44096,46646,47941,49528,48186,50530,51297
 "06039","Madera, CA",8,CAEMP25N,40,"..."," Proprietors employment","Number of jobs",10967,11169,11284,11810,12552,12780,13571,13095,13165,12813,13157,12960,13126,13320,13342,13313,13531
 "06039","Madera, CA",8,CAEMP25N,50,"...","  Farm proprietors employment","Number of jobs",1868,1797,1557,1468,1408,1341,1383,1364,1327,1300,1270,1228,1263,1255,1303,1291,1297
 "06039","Madera, CA",8,CAEMP25N,60,"...","  Nonfarm proprietors employment 2/","Number of jobs",9099,9372,9727,10342,11144,11439,12188,11731,11838,11513,11887,11732,11863,12065,12039,12022,12234
 "06039","Madera, CA",8,CAEMP25N,70,"111-112"," Farm employment","Number of jobs",6311,6085,6496,5890,5268,4597,4694,4712,4943,5206,5275,5211,5678,5752,4953,4491,4252
 "06039","Madera, CA",8,CAEMP25N,80,"..."," Nonfarm employment","Number of jobs",44255,45913,47545,50265,52533,55458,56265,55224,53505,52278,51978,54395,55389,57096,56575,59352,60576
 "06039","Madera, CA",8,CAEMP25N,90,"...","  Private nonfarm employment","Number of jobs",36146,37548,38269,40189,42148,44847,44993,43500,41899,41109,41300,44092,45369,46884,46914,48606,49460
 "06039","Madera, CA",8,CAEMP25N,100,"113-115","   Forestry, fishing, and related activities","Number of jobs",(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
 "06039","Madera, CA",8,CAEMP25N,200,"21","   Mining, quarrying, and oil and gas extraction","Number of jobs",(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
 "06039","Madera, CA",8,CAEMP25N,300,"22","   Utilities","Number of jobs",125,112,105,119,116,137,179,166,180,176,171,212,253,270,254,265,249
 "06039","Madera, CA",8,CAEMP25N,400,"23","   Construction","Number of jobs",2687,2759,3290,3730,4004,4236,3693,3129,2624,2224,2089,2175,2305,2361,2537,2849,2892
 "06039","Madera, CA",8,CAEMP25N,500,"31-33","   Manufacturing","Number of jobs",3352,3410,3639,3529,3511,3630,3665,3571,3285,3084,3318,3753,3754,3934,3914,3832,3779
 "06039","Madera, CA",8,CAEMP25N,600,"42","   Wholesale trade","Number of jobs",753,786,813,905,904,979,830,842,849,887,953,983,1022,1185,1125,1122,1090
 "06039","Madera, CA",8,CAEMP25N,700,"44-45","   Retail trade","Number of jobs",4442,4549,4836,4972,5168,5367,5402,5181,5046,4792,4753,4805,4932,4963,5056,5052,5097
 "06039","Madera, CA",8,CAEMP25N,800,"48-49","   Transportation and warehousing","Number of jobs",1142,1251,1232,1319,1411,1498,1527,1490,1444,1373,1212,1344,1394,1463,1515,1637,1746
 "06039","Madera, CA",8,CAEMP25N,900,"51","   Information","Number of jobs",709,708,676,677,702,620,629,550,518,526,501,465,496,477,474,416,413
 "06039","Madera, CA",8,CAEMP25N,1000,"52","   Finance and insurance","Number of jobs",1002,1006,976,1056,1168,1138,1213,1219,1355,1257,1398,1283,1273,1271,1335,1363,1489
 "06039","Madera, CA",8,CAEMP25N,1100,"53","   Real estate and rental and leasing","Number of jobs",1372,1393,1577,1779,2037,2131,2188,2070,2058,2001,1991,1924,1994,1870,1842,1939,1917
 "06039","Madera, CA",8,CAEMP25N,1200,"54","   Professional, scientific, and technical services","Number of jobs",(D),(D),2338,(D),(D),(D),(D),(D),1705,1680,1613,1662,1595,1646,1653,1671,1605
 "06039","Madera, CA",8,CAEMP25N,1300,"55","   Management of companies and enterprises","Number of jobs",(D),(D),(D),(D),(D),(D),(D),(D),370,378,388,403,443,433,423,415,535
 "06039","Madera, CA",8,CAEMP25N,1400,"56","   Administrative and support and waste management and remediation services","Number of jobs",1896,2429,(D),1827,1891,3150,3013,2733,2574,2710,2823,3068,3274,3354,3158,2547,2536
 "06039","Madera, CA",8,CAEMP25N,1500,"61","   Educational services","Number of jobs",157,151,196,202,227,235,264,289,345,419,548,559,360,413,295,318,315
 "06039","Madera, CA",8,CAEMP25N,1600,"62","   Health care and social assistance","Number of jobs",5228,5435,6310,6495,6420,6650,6775,6915,6930,6797,6842,7885,8305,8511,8595,8601,9016
 "06039","Madera, CA",8,CAEMP25N,1700,"71","   Arts, entertainment, and recreation","Number of jobs",545,566,629,777,715,697,740,789,743,681,658,646,702,842,715,754,869
 "06039","Madera, CA",8,CAEMP25N,1800,"72","   Accommodation and food services","Number of jobs",2569,2453,2546,2477,2494,2637,2658,2738,2640,2622,2656,2836,2967,3088,3190,3295,3379
 "06039","Madera, CA",8,CAEMP25N,1900,"81","   Other services (except government and government enterprises)","Number of jobs",2537,2748,2746,2883,2950,2986,3172,3097,3079,2908,3064,3086,3217,3324,3454,3389,3306
 "06039","Madera, CA",8,CAEMP25N,2000,"...","  Government and government enterprises","Number of jobs",8109,8365,9276,10076,10385,10611,11272,11724,11606,11169,10678,10303,10020,10212,9661,10746,11116
 "06039","Madera, CA",8,CAEMP25N,2001,"...","   Federal civilian","Number of jobs",333,351,344,325,418,309,310,318,322,359,315,314,311,322,309,310,299
 "06039","Madera, CA",8,CAEMP25N,2002,"...","   Military","Number of jobs",221,225,231,232,223,224,222,232,234,234,232,234,232,225,223,222,222
 "06039","Madera, CA",8,CAEMP25N,2010,"...","   State and local","Number of jobs",7555,7789,8701,9519,9744,10078,10740,11174,11050,10576,10131,9755,9477,9665,9129,10214,10595
 "06039","Madera, CA",8,CAEMP25N,2011,"...","    State government","Number of jobs",2245,2137,2188,2249,2332,2428,2657,2863,2909,2836,2738,2662,2528,2628,2709,2578,2650
